,index,state,year,V_actual,V_clearance_actual,ASS_actual,ASS_clearance_actual,BUR_actual,BUR_clearance_actual,LAR_actual,LAR_clearance_actual,MVT_actual,MVT_clearance_actual,HOM_actual,HOM_clearance_actual,RPE_actual,RPE_clearance_actual,ROB_actual,ROB_clearance_actual,ARS_actual,ARS_clearance_actual,P_actual,P_clearance_actual,V_rate,V_clearance_rate,population,participated_population,ASS_rate,ASS_clearance_rate,BUR_rate,BUR_clearance_rate,LAR_rate,LAR_clearance_rate,MVT_rate,MVT_clearance_rate,HOM_rate,HOM_clearance_rate,RPE_rate,RPE_clearance_rate,ROB_rate,ROB_clearance_rate,ARS_rate,ARS_clearance_rate,P_rate,P_clearance_rate,Unnamed: 0,married_last_year,marriage_rate_per_1000,divorced_last_year,divorce_rate_per_1000,population_over_15
10,37,Alabama,2022,19496.0,7074.0,15796.0,5739.0,13991.0,2029.0,60094.0,11223.0,9814.0,1429.0,527.0,285.0,1548.0,557.0,1625.0,493.0,694.0,123.0,84593.0,14804.0,33.30166666666667,12.081666666666665,5074296.0,4876239.166666667,26.99,9.801666666666668,23.894166666666667,3.466666666666667,102.58749999999999,19.140833333333333,16.75,2.44,0.9,0.48666666666666664,2.6366666666666667,0.9491666666666667,2.7724999999999995,0.8416666666666667,1.1858333333333333,0.21083333333333334,144.41916666666665,25.261666666666667,520,76991,18.506931415630856,36408.0,8.75167693600925,4160117
11,38,Alabama,2023,19961.0,7331.0,15975.0,5964.0,13051.0,1934.0,62900.0,12135.0,10353.0,1363.0,504.0,291.0,1687.0,522.0,1795.0,554.0,751.0,139.0,87055.0,15571.0,33.71333333333333,12.386666666666665,5108468.0,4935918.666666667,26.983333333333334,10.075833333333334,22.025000000000002,3.266666666666667,106.22666666666667,20.4975,17.480833333333333,2.3024999999999998,0.85,0.4908333333333333,2.8475,0.8825,3.029166666666667,0.9358333333333334,1.2666666666666666,0.23666666666666666,147.00166666666667,26.305000000000003,572,74502,17.808720827947038,35995.0,8.604130173712834,4183456
12,39,Alabama,2024,19363.0,7064.0,15474.0,5834.0,13857.0,2075.0,59928.0,12168.0,9171.0,1260.0,469.0,253.0,1588.0,492.0,1832.0,485.0,617.0,110.0,83573.0,15613.0,31.653333333333332,11.546666666666667,5157699.0,5097466.25,25.295,9.536666666666667,22.64916666666667,3.3925,97.97416666666668,19.891666666666666,14.994166666666667,2.06,0.7666666666666666,0.41250000000000003,2.5966666666666667,0.8041666666666667,2.9949999999999997,0.7933333333333333,1.0083333333333333,0.18166666666666667,136.62333333333333,25.522499999999997,624,73286,17.324758973185464,37163.0,8.78530712169434,4230131
13,67,Alaska,2011,4392.0,2500.0,3352.0,2153.0,2842.0,392.0,14742.0,3003.0,1377.0,288.0,30.0,29.0,434.0,117.0,576.0,201.0,222.0,53.0,19183.0,3736.0,50.9625,29.008333333333336,722718.0,718181.25,38.89333333333333,24.9825,32.975833333333334,4.5475,171.04999999999998,34.84583333333334,15.9775,3.3425,0.35000000000000003,0.3383333333333334,5.034166666666667,1.3575,6.683333333333334,2.3325,2.575833333333333,0.6166666666666667,222.57833333333335,43.35,1,15537,27.49123260233349,7469.0,13.215679752000312,565162
14,68,Alaska,2012,4387.0,2621.0,3150.0,2195.0,2939.0,398.0,15452.0,3426.0,1514.0,323.0,30.0,24.0,579.0,194.0,628.0,208.0,187.0,69.0,20092.0,4216.0,50.2875,30.043333333333333,731449.0,726997.0,36.107499999999995,25.16,33.6875,4.5616666666666665,177.1208333333333,39.27166666666667,17.354166666666668,3.7016666666666667,0.3458333333333334,0.27666666666666667,6.635833333333333,2.225,7.198333333333333,2.385,2.143333333333333,0.7908333333333334,230.3083333333333,48.32666666666666,53,13765,23.964219931127897,5036.0,8.767439998050133,574398
15,69,Alaska,2013,4681.0,2715.0,3105.0,2147.0,2902.0,478.0,16495.0,3652.0,1686.0,363.0,34.0,30.0,919.0,330.0,623.0,208.0,154.0,42.0,21237.0,4535.0,53.3825,30.96166666666667,735132.0,730730.0,35.409166666666664,24.485833333333332,33.095,5.45,188.11,41.64666666666667,19.226666666666667,4.14,0.38833333333333336,0.3433333333333333,10.479166666666666,3.7641666666666667,7.104166666666667,2.3725,1.7566666666666666,0.4791666666666667,242.19000000000003,51.71666666666667,133,12186,21.14233863482188,5152.0,8.938562994141009,576379
16,70,Alaska,2014,4656.0,2625.0,3224.0,2184.0,3136.0,461.0,15350.0,3033.0,1730.0,335.0,41.0,30.0,764.0,205.0,627.0,206.0,145.0,44.0,20361.0,3873.0,52.97833333333333,29.868333333333336,736732.0,732371.0,36.685,24.849999999999998,35.68333333333333,5.244166666666667,174.6625,34.51,19.685833333333335,3.8125,0.4675,0.34166666666666673,8.693333333333333,2.3325,7.135000000000001,2.3433333333333333,1.6516666666666666,0.5008333333333334,231.68083333333334,44.06916666666667,157,16826,29.021453038921795,5598.0,9.655419833108535,579778
17,71,Alaska,2015,5365.0,2832.0,3652.0,2268.0,3496.0,486.0,15169.0,2919.0,2039.0,428.0,59.0,45.0,895.0,245.0,759.0,274.0,182.0,66.0,20886.0,3899.0,60.843333333333334,32.1175,738432.0,734820.0,41.41583333333333,25.72,39.6475,5.5125,172.02666666666667,33.10333333333333,23.122500000000002,4.854166666666667,0.6699999999999999,0.5108333333333334,10.150833333333333,2.7783333333333338,8.606666666666667,3.108333333333333,2.0625,0.7475,236.86,44.21666666666667,237,16278,27.93935659496172,5987.0,10.276012282469331,582619
18,72,Alaska,2016,5941.0,2980.0,3992.0,2461.0,4036.0,604.0,17683.0,2786.0,3049.0,565.0,52.0,42.0,1049.0,206.0,848.0,271.0,144.0,48.0,24912.0,4003.0,67.0325,33.623333333333335,741894.0,738566.0,45.041666666666664,27.767500000000002,45.53916666666667,6.814166666666666,199.52,31.43416666666667,34.40333333333333,6.3758333333333335,0.5883333333333334,0.47500000000000003,11.834999999999999,2.3241666666666663,9.568333333333333,3.0574999999999997,1.625,0.5433333333333333,281.085,45.166666666666664,289,14040,24.01354610292986,5239.0,8.960610258778456,584670
19,73,Alaska,2017,6320.0,3084.0,4236.0,2546.0,4153.0,654.0,17683.0,2819.0,4250.0,759.0,62.0,55.0,1073.0,194.0,949.0,289.0,139.0,34.0,26225.0,4266.0,71.53833333333334,34.909166666666664,739795.0,736205.0,47.9475,28.819166666666664,47.00833333333333,7.401666666666666,200.16083333333333,31.909166666666664,48.10666666666666,8.591666666666667,0.7016666666666667,0.6216666666666667,12.145000000000001,2.1966666666666668,10.7425,3.27,1.5725,0.385,296.8491666666667,48.288333333333334,341,14687,25.164528073004032,4922.0,8.433295239009045,583639
20,74,Alaska,2018,6528.0,3557.0,4377.0,2872.0,3975.0,671.0,16327.0,2666.0,3992.0,739.0,47.0,36.0,1208.0,274.0,896.0,375.0,127.0,43.0,24421.0,4119.0,74.14,40.39666666666667,737438.0,733747.0,49.7125,32.6175,45.14416666666667,7.62,185.42999999999998,30.27916666666667,45.33916666666667,8.3925,0.535,0.4091666666666667,13.718333333333334,3.1125000000000003,10.174166666666666,4.259166666666666,1.4425,0.48833333333333334,277.355,46.78,393,12120,20.78994946601392,4461.0,7.652142291079877,582974
21,75,Alaska,2019,6343.0,3472.0,4349.0,2883.0,3558.0,687.0,15095.0,2579.0,2612.0,507.0,69.0,51.0,1099.0,219.0,826.0,319.0,208.0,70.0,21473.0,3843.0,72.62916666666668,39.755,731545.0,727792.0,49.79833333333334,33.01166666666666,40.737500000000004,7.865833333333334,172.83916666666667,29.53,29.90833333333333,5.806666666666666,0.7908333333333334,0.5833333333333334,12.582500000000001,2.5091666666666668,9.458333333333334,3.6525,2.3816666666666664,0.7999999999999999,245.86916666666664,44.0025,461,11330,19.59444852782221,3562.0,6.160231743698387,578225
22,77,Alaska,2021,2405.0,1325.0,1666.0,1120.0,872.0,177.0,3451.0,502.0,712.0,146.0,23.0,16.0,614.0,151.0,102.0,38.0,66.0,31.0,5101.0,856.0,48.77333333333333,26.871666666666666,732673.0,410910.0,33.78666666666667,22.715,17.684166666666666,3.5875,69.98833333333333,10.179166666666667,14.44,2.9608333333333334,0.4666666666666666,0.32416666666666666,12.450000000000001,3.061666666666667,2.0675,0.77,1.3366666666666667,0.6283333333333333,103.44833333333332,17.361666666666668,519,13732,23.598678116573893,4806.0,8.259193637361939,581897
23,78,Alaska,2022,5681.0,3162.0,3987.0,2615.0,2002.0,462.0,9447.0,1276.0,1809.0,363.0,71.0,62.0,1067.0,266.0,556.0,219.0,212.0,62.0,13470.0,2163.0,64.995,36.17583333333334,733583.0,728423.0,45.615833333333335,29.9175,22.903333333333336,5.285,108.085,14.599166666666667,20.69333333333333,4.150833333333334,0.8116666666666666,0.7083333333333334,12.204166666666666,3.0408333333333335,6.3625,2.504166666666667,2.4250000000000003,0.7075,154.11249999999998,24.745833333333334,521,12201,20.81119482287201,3329.0,5.678261418354311,586271
24,79,Alaska,2023,5387.0,2891.0,3866.0,2421.0,1852.0,461.0,10002.0,1710.0,1982.0,325.0,59.0,45.0,891.0,182.0,571.0,243.0,147.0,48.0,13983.0,2544.0,61.595,33.056666666666665,733406.0,728825.0,44.20333333333334,27.679166666666664,21.176666666666666,5.2700000000000005,114.36083333333333,19.55333333333333,22.661666666666665,3.7158333333333338,0.6749999999999999,0.515,10.188333333333334,2.079166666666667,6.529166666666666,2.78,1.6808333333333334,0.5466666666666667,159.88083333333333,29.088333333333335,573,12298,20.932552178190523,5789.0,9.85351638961985,587506
25,80,Alaska,2024,5383.0,2723.0,3810.0,2284.0,1780.0,525.0,9132.0,1549.0,1820.0,310.0,51.0,36.0,910.0,169.0,612.0,234.0,148.0,45.0,12880.0,2429.0,60.810833333333335,30.760833333333334,740133.0,737670.0,43.041666666666664,25.800833333333333,20.11,5.93,103.16250000000001,17.498333333333335,20.561666666666667,3.501666666666667,0.5758333333333333,0.4058333333333333,10.280833333333334,1.9091666666666667,6.914166666666667,2.6441666666666666,1.6716666666666666,0.5083333333333334,145.50333333333333,27.440833333333334,625,11614,19.500155309485635,3880.0,6.514603289203053,595585
26,108,Arizona,2011,26720.0,9816.0,16829.0,7424.0,54100.0,4224.0,138014.0,28378.0,19624.0,1490.0,389.0,226.0,2385.0,401.0,7117.0,1765.0,1745.0,285.0,213483.0,34377.0,34.675000000000004,12.737499999999999,6482505.0,6421416.25,21.838333333333335,9.635833333333332,70.21,5.483333333333333,179.10583333333332,36.82666666666667,25.46666666666667,1.9333333333333333,0.505,0.29333333333333333,3.095,0.5208333333333334,9.235833333333334,2.29,2.265,0.36833333333333335,277.0475,44.612500000000004,2,94665,18.45534251606764,55091.0,10.740223678790286,5129409
27,109,Arizona,2012,27691.0,10600.0,17829.0,7998.0,52218.0,4063.0,132959.0,29698.0,18683.0,1747.0,351.0,236.0,2161.0,452.0,7350.0,1914.0,1957.0,285.0,205817.0,35793.0,35.431666666666665,13.563333333333333,6553255.0,6512933.083333333,22.813333333333333,10.234166666666667,66.81416666666667,5.199166666666667,170.1225,37.998333333333335,23.905,2.2358333333333333,0.4483333333333333,0.3016666666666667,2.7641666666666667,0.5783333333333333,9.403333333333334,2.4499999999999997,2.5058333333333334,0.365,263.3475,45.79750000000001,54,91642,17.613235700273243,48304.0,9.28384078551318,5203019
28,110,Arizona,2013,26439.0,10939.0,17164.0,8388.0,47820.0,4181.0,156768.0,33469.0,16784.0,1920.0,351.0,258.0,2297.0,485.0,6627.0,1808.0,1748.0,352.0,223120.0,39922.0,33.766666666666666,13.970833333333333,6626624.0,6525837.75,21.920833333333334,10.710833333333333,61.06333333333333,5.338333333333334,200.1875,42.73666666666667,21.430833333333336,2.4516666666666667,0.44916666666666666,0.33,2.935,0.6191666666666666,8.463333333333333,2.3066666666666666,2.2325,0.44916666666666666,284.91416666666663,50.975833333333334,134,88102,16.682544073769634,47265.0,8.949858637110642,5281089
29,111,Arizona,2014,25838.0,11111.0,16182.0,8555.0,42554.0,4076.0,150247.0,35363.0,17019.0,1930.0,305.0,221.0,3175.0,671.0,6176.0,1664.0,1764.0,345.0,211584.0,41714.0,32.68666666666667,14.056666666666667,6731484.0,6587572.333333333,20.47,10.820833333333333,53.833333333333336,5.1575,190.0675,44.73499999999999,21.53,2.441666666666667,0.3841666666666667,0.2775,4.016666666666667,0.8491666666666666,7.814166666666666,2.105,2.2308333333333334,0.4366666666666667,267.65916666666664,52.76833333333334,158,94220,17.50674712115089,43953.0,8.166780473529451,5381925
30,112,Arizona,2015,29918.0,11871.0,20198.0,9300.0,37677.0,3606.0,151064.0,33934.0,16687.0,1869.0,304.0,227.0,3082.0,630.0,6334.0,1714.0,1190.0,252.0,206618.0,39661.0,36.80416666666667,14.604166666666666,6828065.0,6774225.0,24.8475,11.440833333333332,46.350833333333334,4.435833333333334,185.83249999999998,41.74333333333333,20.5275,2.2975,0.3741666666666667,0.28,3.7916666666666665,0.775,7.791666666666667,2.1075,1.465,0.31,254.17333333333332,48.79,238,97098,17.71216177465288,48308.0,8.812118797605835,5481996
31,113,Arizona,2016,31809.0,11941.0,21130.0,9417.0,37894.0,3722.0,149515.0,30817.0,18328.0,2174.0,389.0,205.0,3282.0,596.0,7008.0,1723.0,1144.0,290.0,206881.0,37003.0,38.51166666666666,14.456666666666665,6931071.0,6883864.333333333,25.584999999999997,11.4,45.873333333333335,4.505833333333333,180.995,37.300000000000004,22.186666666666667,2.6308333333333334,0.4716666666666667,0.24833333333333332,3.973333333333333,0.7225,8.484166666666667,2.0866666666666664,1.3841666666666665,0.3516666666666666,250.43916666666667,44.7875,290,93345,16.730575451498808,47891.0,8.583684063931965,5579306
32,114,Arizona,2017,35766.0,13909.0,24304.0,11413.0,37626.0,3727.0,147537.0,28773.0,19044.0,2197.0,423.0,268.0,3621.0,545.0,7418.0,1683.0,1190.0,257.0,205397.0,34954.0,42.80833333333334,16.645833333333332,7016270.0,6963277.75,29.09,13.659999999999998,45.028333333333336,4.458333333333333,176.57333333333335,34.43,22.790833333333335,2.63,0.5066666666666667,0.32083333333333336,4.3341666666666665,0.6533333333333333,8.879166666666666,2.015,1.4233333333333336,0.3066666666666667,245.8166666666667,41.82583333333333,342,90257,15.93737705774869,49620.0,8.76178744701785,5663228
33,115,Arizona,2018,33531.0,13768.0,22957.0,11079.0,31294.0,3310.0,140053.0,25892.0,18991.0,2193.0,379.0,263.0,3583.0,651.0,6612.0,1775.0,1708.0,556.0,192046.0,31951.0,39.339999999999996,16.154999999999998,7171646.0,7103638.416666667,26.935000000000002,13.0,36.71333333333333,3.8833333333333333,164.30416666666667,30.375833333333333,22.281666666666666,2.5741666666666667,0.44416666666666665,0.30833333333333335,4.2025,0.7641666666666667,7.7575,2.0825,2.0033333333333334,0.6516666666666667,225.3025,37.48416666666667,394,112552,19.38124724160073,45409.0,7.81934622213597,5807263
34,116,Arizona,2019,32571.0,13500.0,22257.0,10910.0,28286.0,3169.0,128661.0,24475.0,17812.0,2232.0,358.0,220.0,3590.0,613.0,6366.0,1757.0,1001.0,233.0,175760.0,30109.0,37.79416666666666,15.6625,7278717.0,7179091.416666667,25.8225,12.655000000000001,32.83416666666667,3.6775,149.34666666666666,28.412499999999998,20.671666666666667,2.5875,0.4166666666666667,0.255,4.1625000000000005,0.7116666666666666,7.394166666666667,2.0391666666666666,1.16,0.27,204.01333333333332,34.94833333333333,462,95506,16.135264149779907,47053.0,7.949370553050008,5919085
35,118,Arizona,2021,13296.0,6066.0,9928.0,5230.0,10375.0,1359.0,54804.0,9235.0,6796.0,1017.0,207.0,122.0,1800.0,259.0,1361.0,455.0,493.0,145.0,72468.0,11756.0,24.11583333333333,11.024166666666666,7276316.0,4657522.75,18.004166666666666,9.509166666666667,18.831666666666667,2.4791666666666665,99.42916666666667,16.771666666666665,12.270833333333334,1.8458333333333332,0.3758333333333333,0.22166666666666668,3.28,0.47333333333333333,2.4533333333333336,0.8208333333333333,0.9049999999999999,0.2708333333333333,131.43583333333333,21.368333333333336,470,96446,16.205307328043133,39667.0,6.665034587038208,5951507
36,119,Arizona,2022,32991.0,12141.0,23522.0,9766.0,20706.0,2360.0,116816.0,17987.0,18988.0,1981.0,526.0,339.0,3454.0,464.0,5489.0,1572.0,1034.0,263.0,157544.0,22591.0,37.51833333333334,13.806666666666667,7359197.0,7327225.0,26.750833333333333,11.1075,23.545833333333334,2.6833333333333336,132.85416666666666,20.454166666666666,21.593333333333334,2.2533333333333334,0.5983333333333333,0.3841666666666667,3.9275,0.5275,6.241666666666667,1.7866666666666668,1.1766666666666665,0.29833333333333334,179.17166666666665,25.691666666666666,522,101884,16.801800301259558,44518.0,7.341511383646823,6063874
37,120,Arizona,2023,31677.0,11962.0,23089.0,9771.0,18401.0,2336.0,99514.0,18080.0,21267.0,1721.0,475.0,355.0,3338.0,453.0,4775.0,1383.0,916.0,252.0,140098.0,22389.0,35.708333333333336,13.485,7431344.0,7392137.583333333,26.0275,11.014166666666666,20.74416666666667,2.6333333333333333,112.18083333333334,20.383333333333333,23.97583333333333,1.9408333333333332,0.5366666666666667,0.39999999999999997,3.763333333333333,0.51,5.3825,1.5583333333333333,1.0325,0.2841666666666667,157.93333333333334,25.239166666666666,574,111805,18.17975461030479,42429.0,6.899054678776638,6149973
38,121,Arizona,2024,32216.0,12931.0,23758.0,10700.0,16425.0,2465.0,98983.0,20253.0,18590.0,1733.0,391.0,280.0,3120.0,388.0,4947.0,1563.0,823.0,264.0,134821.0,24715.0,35.9625,14.451666666666666,7582384.0,7459189.75,26.520833333333332,11.959166666666667,18.3325,2.7516666666666665,110.57,22.638333333333332,20.7625,1.9341666666666668,0.435,0.31416666666666665,3.485,0.43250000000000005,5.521666666666667,1.7474999999999998,0.9175,0.29583333333333334,150.58333333333334,27.620833333333334,626,116527,18.507865211369616,43921.0,6.975927878934194,6296080
39,149,Arkansas,2011,13986.0,5881.0,10275.0,4890.0,33369.0,2902.0,69572.0,12937.0,5673.0,528.0,159.0,76.0,1215.0,367.0,2337.0,548.0,612.0,67.0,109226.0,16434.0,40.8325,17.169166666666666,2937979.0,2854284.25,29.997500000000002,14.276666666666666,97.435,8.473333333333334,203.12750000000003,37.77333333333333,16.563333333333333,1.5416666666666667,0.4658333333333333,0.22166666666666668,3.545,1.0708333333333333,6.825833333333333,1.6008333333333333,1.7883333333333333,0.19583333333333333,318.9108333333333,47.98416666666666,3,49544,21.15117299699109,28500.0,12.167132859967827,2342376
40,150,Arkansas,2012,13656.0,6149.0,9987.0,5033.0,32014.0,2910.0,69795.0,13261.0,5630.0,543.0,173.0,103.0,1209.0,370.0,2287.0,643.0,561.0,64.0,108000.0,16778.0,39.645,17.852500000000003,2949131.0,2871011.6666666665,28.996666666666666,14.614166666666668,92.915,8.4475,202.61,38.48916666666667,16.345,1.5766666666666669,0.5025000000000001,0.29833333333333334,3.5116666666666667,1.075,6.636666666666667,1.8666666666666665,1.6283333333333332,0.18500000000000003,313.49833333333333,48.696666666666665,55,49996,21.239031286746464,33936.0,14.416508635631413,2353968
41,151,Arkansas,2013,13111.0,5754.0,9352.0,4574.0,28808.0,2756.0,67606.0,12964.0,5418.0,504.0,155.0,89.0,1392.0,454.0,2212.0,637.0,517.0,70.0,102349.0,16294.0,38.094166666666666,16.715833333333332,2959373.0,2869115.0,27.176666666666666,13.285833333333334,83.7075,8.006666666666666,196.43499999999997,37.655,15.746666666666668,1.4641666666666666,0.45083333333333336,0.25916666666666666,4.043333333333334,1.3208333333333333,6.422499999999999,1.8491666666666668,1.5041666666666667,0.20166666666666666,297.39,47.33083333333334,135,51882,21.94782389453944,29892.0,12.645317294159304,2363879
42,152,Arkansas,2014,13295.0,5869.0,9586.0,4683.0,22909.0,2318.0,63620.0,12960.0,5171.0,580.0,165.0,94.0,1664.0,490.0,1880.0,602.0,453.0,52.0,92153.0,15910.0,38.80583333333333,17.1275,2966369.0,2855966.5,27.9825,13.666666666666666,66.85333333333334,6.760833333333333,185.69583333333333,37.825833333333335,15.091666666666667,1.6916666666666667,0.48,0.2758333333333333,4.855833333333333,1.43,5.484166666666667,1.7558333333333334,1.3225,0.15166666666666667,268.96250000000003,46.432500000000005,159,47876,20.10349883853543,28089.0,11.794786090642946,2381476
43,153,Arkansas,2015,14877.0,6415.0,10820.0,5129.0,21475.0,2123.0,64345.0,13794.0,5521.0,583.0,178.0,126.0,1837.0,578.0,2042.0,582.0,487.0,66.0,91828.0,16566.0,42.93333333333334,18.50583333333333,2978204.0,2887540.75,31.224999999999998,14.795833333333334,61.987500000000004,6.125,185.69833333333335,39.814166666666665,15.939166666666667,1.6841666666666668,0.5116666666666666,0.365,5.300833333333333,1.6666666666666667,5.8933333333333335,1.6783333333333335,1.4066666666666665,0.19000000000000003,265.0308333333333,47.815,239,48869,20.438890982404292,28604.0,11.963290381646695,2390981
